Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Study_Efficiency,Wellness,Study_Intensity,Attendance_Study_Balance,Score_Consistency,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male,Risk_Factor,Motivation_Adjusted_Study,Exam_Score
17,72,7,74,2,4,1258,28,2.125,1224,57,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,0,67
14,81,7,73,1,3,1022,21,1.75,1134,59,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,0,63
10,75,9,81,3,5,810,45,1.0,750,71,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,10,65
25,83,8,83,2,1,2075,8,2.7777777777777777,2075,58,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,False,False,True,25,67
20,65,7,62,0,0,1240,0,2.5,1300,42,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,40,80
12,100,4,68,2,3,816,12,2.4,1200,56,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,12,68
12,77,8,57,2,2,684,16,1.3333333333333333,924,45,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,12,63
18,74,6,56,1,3,1008,18,2.5714285714285716,1332,38,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,18,64
30,88,9,91,3,3,2730,27,3.0,2640,61,False,True,False,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,30,73
18,75,6,88,2,1,1584,6,2.5714285714285716,1350,70,False,True,False,True,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,0,66
11,93,6,72,2,3,792,18,1.5714285714285714,1023,61,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,0,66
19,78,5,55,0,4,1045,20,3.1666666666666665,1482,36,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,19,66
18,89,5,72,4,2,1296,10,3.0,1602,54,False,True,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,0,69
4,64,7,65,1,4,260,28,0.5,256,61,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,4,59
20,94,7,89,0,1,1780,7,2.5,1880,69,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,20,68
19,89,6,55,1,3,1045,18,2.7142857142857144,1691,36,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,19,67
24,68,10,73,1,4,1752,40,2.1818181818181817,1632,49,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,True,False,False,True,0,64
31,66,8,80,0,4,2480,32,3.4444444444444446,2046,49,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,0,65
27,73,7,99,1,4,2673,28,3.375,1971,72,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,0,68
18,99,4,54,0,3,972,12,3.6,1782,36,False,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,0,70
13,70,8,56,2,0,728,0,1.4444444444444444,910,43,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,13,62
35,78,10,99,1,2,3465,20,3.1818181818181817,2730,64,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,35,72
20,61,7,70,1,4,1400,28,2.5,1220,50,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,0,62
20,76,6,87,1,4,1740,24,2.857142857142857,1520,67,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,0,68
20,83,7,89,3,4,1780,28,2.5,1660,69,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,20,69
21,98,5,66,3,5,1386,25,3.5,2058,45,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,0,73
19,81,8,61,3,5,1159,40,2.111111111111111,1539,42,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,0,69
17,93,9,64,1,3,1088,27,1.7,1581,47,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False,17,67
17,82,6,88,2,3,1496,18,2.4285714285714284,1394,71,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True,True,True,0,65
20,62,6,92,2,3,1840,18,2.857142857142857,1240,72,True,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,40,63
17,73,7,85,2,2,1445,14,2.125,1241,68,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,17,66
16,83,6,72,1,2,1152,12,2.2857142857142856,1328,56,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,16,66
21,98,5,63,0,2,1323,10,3.5,2058,42,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,0,70
18,94,6,71,2,3,1278,18,2.5714285714285716,1692,53,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,0,69
29,69,6,96,1,4,2784,24,4.142857142857143,2001,67,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,0,70
4,69,9,93,2,3,372,27,0.4,276,89,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,0,58
27,68,9,66,3,3,1782,27,2.7,1836,39,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,27,67
27,97,9,66,1,3,1782,27,2.7,2619,39,False,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,0,73
8,94,8,89,0,2,712,16,0.8888888888888888,752,81,False,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,True,16,66
18,91,7,71,0,3,1278,21,2.25,1638,53,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,36,70
18,76,6,79,1,2,1422,12,2.5714285714285716,1368,61,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,18,67
12,80,9,71,1,3,852,27,1.2,960,59,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,24,60
15,79,8,62,1,3,930,24,1.6666666666666667,1185,47,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,0,65
13,70,5,59,0,2,767,10,2.1666666666666665,910,46,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,13,63
31,80,6,57,1,3,1767,18,4.428571428571429,2480,26,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0,72
26,61,5,51,0,5,1326,25,4.333333333333333,1586,25,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,52,62
28,65,4,64,6,3,1792,12,5.6,1820,36,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,28,70
24,95,8,59,2,1,1416,8,2.6666666666666665,2280,35,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,24,70
13,90,5,63,0,4,819,20,2.1666666666666665,1170,50,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,13,64
17,77,6,54,3,4,918,24,2.4285714285714284,1309,37,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,0,64
23,81,7,67,0,5,1541,35,2.875,1863,44,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,23,67
13,75,7,76,1,1,988,7,1.625,975,63,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,26,64
24,90,6,97,1,4,2328,24,3.4285714285714284,2160,73,False,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,0,72
19,91,9,67,0,3,1273,27,1.9,1729,48,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,19,66
18,91,5,52,2,4,936,20,3.0,1638,34,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,18,66
24,89,5,68,0,2,1632,10,4.0,2136,44,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,24,71
23,68,8,91,5,5,2093,40,2.5555555555555554,1564,68,True,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,23,66
18,74,6,67,2,2,1206,12,2.5714285714285716,1332,49,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,36,64
27,79,6,65,0,2,1755,12,3.857142857142857,2133,38,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,0,66
14,73,5,96,1,3,1344,15,2.3333333333333335,1022,82,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,0,62
24,90,8,65,4,4,1560,32,2.6666666666666665,2160,41,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,24,70
24,73,7,99,3,3,2376,21,3.0,1752,75,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,24,69
18,66,7,92,2,4,1656,28,2.25,1188,74,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,18,65
22,76,6,84,2,3,1848,18,3.142857142857143,1672,62,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,44,70
12,99,6,80,0,3,960,18,1.7142857142857142,1188,68,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,12,70
26,69,7,61,1,2,1586,14,3.25,1794,35,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,26,67
19,84,8,87,2,3,1653,24,2.111111111111111,1596,68,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0,69
17,77,9,67,0,5,1139,45,1.7,1309,50,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,0,62
26,63,9,74,1,4,1924,36,2.6,1638,48,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,26,67
16,80,8,55,0,6,880,48,1.7777777777777777,1280,39,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,32,65
12,88,8,65,0,4,780,32,1.3333333333333333,1056,53,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,12,65
11,81,5,76,1,3,836,15,1.8333333333333333,891,65,False,True,False,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,False,False,True,False,11,65
24,95,6,73,3,2,1752,12,3.4285714285714284,2280,49,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,24,69
12,72,8,67,4,4,804,32,1.3333333333333333,864,55,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,0,63
31,63,7,74,3,2,2294,14,3.875,1953,43,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,0,66
8,97,8,87,0,2,696,16,0.8888888888888888,776,79,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,8,67
30,75,8,73,1,3,2190,24,3.3333333333333335,2250,43,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,60,69
21,83,8,75,1,2,1575,16,2.3333333333333335,1743,54,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,42,67
19,92,5,85,1,4,1615,20,3.1666666666666665,1748,66,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,19,70
17,73,7,92,2,2,1564,14,2.125,1241,75,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,17,67
22,89,6,76,2,4,1672,24,3.142857142857143,1958,54,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False,22,70
20,65,6,97,0,3,1940,18,2.857142857142857,1300,77,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,20,65
27,72,4,68,0,3,1836,12,5.4,1944,41,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,27,63
21,66,7,63,0,3,1323,21,2.625,1386,42,False,True,False,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,21,64
21,92,4,85,1,3,1785,12,4.2,1932,64,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,0,69
18,69,8,59,1,4,1062,32,2.0,1242,41,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,0,60
20,89,9,95,3,3,1900,27,2.0,1780,75,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,True,True,20,69
22,98,8,69,4,2,1518,16,2.4444444444444446,2156,47,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,22,72
10,81,7,85,1,2,850,14,1.25,810,75,False,True,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,0,63
12,82,9,79,0,2,948,18,1.2,984,67,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,24,63
24,78,7,53,0,4,1272,28,3.0,1872,29,False,False,True,False,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,48,66
21,73,6,85,6,5,1785,30,3.0,1533,64,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,21,70
19,79,7,90,1,4,1710,28,2.375,1501,71,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19,68
20,84,10,99,2,3,1980,30,1.8181818181818181,1680,79,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,0,69
22,99,5,71,0,4,1562,20,3.6666666666666665,2178,49,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,44,72
17,98,5,75,1,3,1275,15,2.8333333333333335,1666,58,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0,67
15,94,8,94,1,4,1410,32,1.6666666666666667,1410,79,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,0,68
21,96,7,63,1,2,1323,14,2.625,2016,42,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,21,70
14,79,6,59,5,3,826,18,2.0,1106,45,False,False,False,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,14,68
22,86,5,57,2,3,1254,15,3.6666666666666665,1892,35,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,44,69
10,96,4,99,1,5,990,20,2.0,960,89,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,10,68
26,76,5,64,0,5,1664,25,4.333333333333333,1976,38,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,0,66
23,98,9,88,1,4,2024,36,2.3,2254,65,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,46,72
22,77,7,72,2,3,1584,21,2.75,1694,50,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,22,67
26,84,4,62,3,2,1612,8,5.2,2184,36,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,26,70
30,88,9,96,1,3,2880,27,3.0,2640,66,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,30,73
26,98,9,73,1,6,1898,54,2.6,2548,47,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,52,73
9,70,9,78,1,2,702,18,0.9,630,69,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,0,60
12,90,6,61,2,3,732,18,1.7142857142857142,1080,49,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,0,67
16,81,7,66,3,4,1056,28,2.0,1296,50,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,16,69
20,71,7,87,1,5,1740,35,2.5,1420,67,False,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,True,True,40,65
23,91,9,67,2,4,1541,36,2.3,2093,44,True,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,0,70
16,82,6,75,3,3,1200,18,2.2857142857142856,1312,59,False,False,False,False,True,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,0,68
21,86,6,56,1,2,1176,12,3.0,1806,35,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,21,66
15,73,8,93,1,4,1395,32,1.6666666666666667,1095,78,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,15,65
16,79,9,87,1,2,1392,18,1.6,1264,71,True,False,False,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,True,16,64
12,85,7,88,1,0,1056,0,1.5,1020,76,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,24,67
14,76,8,59,3,5,826,40,1.5555555555555556,1064,45,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,0,65
12,68,7,75,1,4,900,28,1.5,816,63,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,12,64
14,98,7,51,0,1,714,7,1.75,1372,37,False,False,False,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,True,14,67
26,80,6,66,2,4,1716,24,3.7142857142857144,2080,40,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,True,26,70
14,89,5,67,3,3,938,15,2.3333333333333335,1246,53,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,0,63
36,76,6,96,1,2,3456,12,5.142857142857143,2736,60,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,36,71
23,74,6,100,2,3,2300,18,3.2857142857142856,1702,77,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,0,68
21,76,7,81,0,2,1701,14,2.625,1596,60,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,21,67
15,76,9,76,1,2,1140,18,1.5,1140,61,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,15,67
24,82,7,72,0,2,1728,14,3.0,1968,48,True,False,False,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,24,68
17,82,6,51,1,3,867,18,2.4285714285714284,1394,34,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,17,66
21,80,8,90,0,4,1890,32,2.3333333333333335,1680,69,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,21,68
35,65,7,84,0,2,2940,14,4.375,2275,49,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,70,70
19,80,8,82,5,3,1558,24,2.111111111111111,1520,63,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,True,True,True,19,67
27,67,6,90,2,3,2430,18,3.857142857142857,1809,63,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,27,67
16,65,9,96,2,2,1536,18,1.6,1040,80,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,True,0,62
20,97,9,69,0,3,1380,27,2.0,1940,49,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,True,0,67
31,84,7,71,4,4,2201,28,3.875,2604,40,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,0,70
16,86,8,99,4,4,1584,32,1.7777777777777777,1376,83,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,16,72
31,76,9,83,2,3,2573,27,3.1,2356,52,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,31,70
24,96,6,93,2,2,2232,12,3.4285714285714284,2304,69,True,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,True,24,94
17,86,7,61,2,3,1037,21,2.125,1462,44,False,True,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,17,66
24,91,7,66,2,3,1584,21,3.0,2184,42,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,48,69
26,75,5,70,0,2,1820,10,4.333333333333333,1950,44,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,0,68
24,98,8,66,2,1,1584,8,2.6666666666666665,2352,42,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,True,48,71
11,93,9,94,4,4,1034,36,1.1,1023,83,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,11,69
16,94,7,76,2,3,1216,21,2.0,1504,60,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,0,67
19,67,8,98,2,2,1862,16,2.111111111111111,1273,79,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,19,64
20,71,9,66,1,5,1320,45,2.0,1420,46,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,20,63
24,71,6,52,2,3,1248,18,3.4285714285714284,1704,28,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,24,66
21,71,8,57,2,1,1197,8,2.3333333333333335,1491,36,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,0,66
12,94,6,61,3,4,732,24,1.7142857142857142,1128,49,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,12,69
22,61,6,82,4,4,1804,24,3.142857142857143,1342,60,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,0,64
24,63,8,59,1,3,1416,24,2.6666666666666665,1512,35,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,0,62
23,71,7,69,3,5,1587,35,2.875,1633,46,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,True,46,66
26,68,8,90,4,3,2340,24,2.888888888888889,1768,64,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,26,70
25,69,7,56,2,4,1400,28,3.125,1725,31,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,25,67
23,92,8,54,0,1,1242,8,2.5555555555555554,2116,31,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,23,68
20,83,9,77,0,3,1540,27,2.0,1660,57,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True,True,True,40,67
10,60,9,85,0,4,850,36,1.0,600,75,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,10,62
23,77,8,96,1,1,2208,8,2.5555555555555554,1771,73,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,23,67
21,76,8,83,0,5,1743,40,2.3333333333333335,1596,62,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,21,68
22,65,7,97,2,4,2134,28,2.75,1430,75,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,0,64
12,87,7,62,2,4,744,28,1.5,1044,50,False,True,True,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True,12,64
14,88,8,67,2,3,938,24,1.5555555555555556,1232,53,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,14,66
26,89,7,92,2,2,2392,14,3.25,2314,66,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,26,72
20,89,8,91,2,3,1820,24,2.2222222222222223,1780,71,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,20,72
24,60,9,83,2,3,1992,27,2.4,1440,59,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,True,True,True,48,66
20,98,7,75,4,1,1500,7,2.5,1960,55,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,40,72
20,93,4,51,1,3,1020,12,4.0,1860,31,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,0,69
26,96,10,64,2,3,1664,30,2.3636363636363638,2496,38,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,0,72
17,61,6,58,1,4,986,24,2.4285714285714284,1037,41,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,True,17,60
21,97,7,53,0,2,1113,14,2.625,2037,32,False,True,False,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,21,69
17,92,8,89,0,3,1513,24,1.8888888888888888,1564,72,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,17,68
17,93,9,57,3,2,969,18,1.7,1581,40,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,34,69
18,64,10,68,1,5,1224,50,1.6363636363636365,1152,50,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,True,0,62
21,90,6,99,2,2,2079,12,3.0,1890,78,False,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0,71
17,98,9,70,1,2,1190,18,1.7,1666,53,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0,70
28,87,7,57,2,4,1596,28,3.5,2436,29,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,28,68
15,83,10,84,1,2,1260,20,1.3636363636363635,1245,69,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,15,68
19,98,9,90,1,2,1710,18,1.9,1862,71,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,70
17,78,7,64,0,3,1088,21,2.125,1326,47,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,17,65
